text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
爱的赛  Bid 220007.IB   4000万   1.231y  今+1 订单有效期3min,bond_inquiry,,0,,,,,,,,117,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
2.272%  ofr 2500006 1E 明天+0,bond_inquiry,,0,,,,,,,,113,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
2.272%  ofr 250006 1E 明天+0,bond_inquiry,,0,,,,,,,,74,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref,bond_inquiry,,0,,,,all,,0,,90,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref all,bond_inquiry,,0,,,,all,,0,,80,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
撤单,bond_inquiry,,0,,,,all,,0,,124,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
all ref,bond_inquiry,,0,,,,all,,0,,127,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 债券,bond_inquiry,,0,,,,specified,,0,,74,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 方向,bond_inquiry,,0,,,,specified,,0,,135,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 价格,bond_inquiry,,0,,,,specified,,0,,172,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 量,bond_inquiry,,0,,,,specified,,0,,138,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 清算时间,bond_inquiry,,0,,,,specified,,0,,101,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
帮我撤单,bond_inquiry,,0,,,,all,,0,,67,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 清算时间+量,bond_inquiry,,0,,,,specified,,0,,132,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 清算时间+量+方向,bond_inquiry,,0,,,,specified,,0,,96,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ref 清算时间+量+方向+价格,bond_inquiry,,0,,,,specified,,0,,64,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
订单,bond_query,,0,all,,0,,,,,120,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我的订单,bond_query,,0,all,,0,,,,,97,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
订单怎么样,bond_query,,0,all,,0,,,,,180,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我的报单,bond_query,,0,all,,0,,,,,147,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我的报价,bond_query,,0,all,,0,,,,,89,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我今天有什么单,bond_query,,0,all,,0,,,,,98,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
今日订单成交情况,bond_query,,0,completed,,0,,,,,70,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
看看今日的全部操作,bond_query,,0,all,,0,,,,,91,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
查询今日操作记录,bond_query,,0,all,,0,,,,,99,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
查询订单,bond_query,,0,all,,0,,,,,96,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
订单状态,bond_query,,0,all,,0,,,,,94,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我的订单到哪一步了,bond_query,,0,all,,0,,,,,99,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
成了吗,bond_query,,0,all,,0,,,,,77,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
撤了吗,bond_query,,0,all,,0,,,,,120,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
成交情况,bond_query,,0,pending,,0,,,,,134,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我之前的买入操作是否成功了,bond_query,,0,completed,,0,,,,,153,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我之前的卖出操作是否成功了,bond_query,,0,completed,,0,,,,,120,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我的单子还没成交吗,bond_query,,0,all,,0,,,,,45,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
为什么还没成交,bond_query,,0,all,,0,,,,,132,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我的单子挂上了吗,bond_query,,0,all,,0,,,,,196,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
（债券代码）挂上了吗,bond_query,,0,all,,0,,,,,115,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
我撤单成功了吗,bond_query,,0,all,,0,,,,,104,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
查询已成交订单,bond_query,,0,completed,,0,,,,,105,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
查询已撤单订单,bond_query,,0,all,,0,,,,,136,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
查询进行中订单,bond_query,,0,pending,,0,,,,,145,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
帮我看看还有没有没成交的订单,bond_query,,0,pending,,0,,,,,128,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
在挂订单有哪些,bond_query,,0,pending,,0,,,,,164,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
成了的订单有哪些,bond_query,,0,completed,,0,,,,,104,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
bid在挂有哪些单？,bond_query,,0,pending,,0,,,,,138,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
ofr在挂有哪些单？,bond_query,,0,pending,,0,,,,,129,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
请汇总今天已完成的订单,bond_query,,0,completed,,0,,,,,150,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
交易汇总,bond_query,,0,all,,0,,,,,168,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
汇总交易,bond_query,,0,all,,0,,,,,127,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
交易情况,bond_query,,0,all,,0,,,,,154,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
交易状态,bond_query,,0,all,,0,,,,,157,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
买入/卖出操作是否执行,bond_query,,0,all,,0,,,,,171,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
今天成交了多少,bond_query,,0,completed,,0,,,,,145,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
成了多少单,bond_query,,0,completed,,0,,,,,113,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
交易怎么样,bond_query,,0,all,,0,,,,,174,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
之前的操作/订单/交易都好了吗,bond_query,,0,all,,0,,,,,106,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
交易顺利吗,bond_query,,0,all,,0,,,,,112,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
成交记录,bond_query,,0,completed,,0,,,,,130,"APIError: Error code: 400 - {'error': {'message': 'Invalid model identifier ""aliyun/deepseek-v4-flash"". No matching loaded model found, and just-in-time (JIT) model loading is disabled. Ensure you have this model loaded first. JIT loading can be enabled in LM Studio Server Settings.', 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_found'}}",,,,,,excel,,2,0,0,0
